NCR (National Capital Region),District,20th Congress,19th congress,18th Congress,17th Congress,16th Congress,15th Congress,14th Congress,13th Congress,12th Congress,11th Congress,10th Congress,9th Congress,8th Congress
NCR (National Capital Region),"Pasay City, Lone District","Calixto, Antonino G.","Calixto, Antonino G.","Calixto, Antonino G.","Calixto-Rubiano, Imelda ""Emi"" Gallardo","Calixto-Rubiano, Imelda ""Emi"" Gallardo","Calixto-Rubiano, Imelda ""Emi"" Gallardo","Roxas, Jose Antonio F.","Dy, Consuelo ""Connie"" A.","Dy, Consuelo ""Connie"" A.","Briones, Rolando A.","Claudio, Jovito O.","Claudio, Jovito O.","Verano-Yap, Lorna Lizarranga"
NCR (National Capital Region),"Makati City, 2nd District","Almario, Dennis ""Alden"" B.","Campos, Luis Jose Angel Jr. Nakpil","Campos, Luis Jose Angel Jr. Nakpil","Campos, Luis Jose Angel Jr. Nakpil","Binay-Campos, Mar-len Abigail ""Abby"" Sombillo ","Binay-Campos, Mar-len Abigail ""Abby"" Sombillo ","Binay-Campos, Mar-len Abigail ""Abby"" Sombillo ","Aquino, Agapito ""Butz"" Aquino","Aquino, Agapito ""Butz"" Aquino","Aquino, Agapito ""Butz"" Aquino",,,
Region XII (SOCCSKSARGEN),"North Cotabato, 2nd District","Caoagdan, Rudy S., DPA","Caoagdan, Rudy S., DPA","Caoagdan, Rudy S., DPA","Catamco, Nancy Alaan","Catamco, Nancy Alaan","Catamco, Nancy Alaan","Piñol, Bernardo Jr. Fantin","Ipong, Gregorio Tocmo","Ipong, Gregorio Tocmo","Ipong, Gregorio Tocmo","Andolana, Gregorio A.","Andolana, Gregorio A.","Andolana, Gregorio A."
Region VIII (Eastern Visayas),"Leyte, 5th District","Cari, Carl Nicolas C.","Cari, Carl Nicolas C.","Cari, Carl Nicolas C.","Cari, Jose Carlos ""Boying"" Loreto","Cari, Jose Carlos ""Boying"" Loreto","Cari, Jose Carlos ""Boying"" Loreto","Cari, Carmen Loreto","Cari, Carmen Loreto","Cari, Carmen Loreto","Go, Ma. Catalina ""Nene"" Loreto","Loreto, Eriberto ""Berting"" V.","Loreto, Eriberto ""Berting"" V.","Loreto, Eriberto ""Berting"" V."
Region VI (Western Visayas),"Capiz, 2nd District","Castro, Jane Tan","Castro, Jane Tan","Castro, Fredenil ""Fred"" Hernaez","Castro, Fredenil ""Fred"" Hernaez","Castro, Fredenil ""Fred"" Hernaez","Castro, Jane Tan","Castro, Fredenil ""Fred"" Hernaez","Castro, Fredenil ""Fred"" Hernaez","Castro, Fredenil ""Fred"" Hernaez","Andaya, Vicente Jr. J.","Andaya, Vicente Jr. J.","Andaya, Vicente Jr. J.","Villareal, Cornelio T."
Region I (Ilocos Region),"Pangasinan, 1st District","Celeste, Arthur ""Art"" Del Fierro","Celeste, Arthur ""Art"" Del Fierro","Celeste, Arnold ""Noli"" D.","Celeste, Jesus ""Boying"" F.","Celeste, Jesus ""Boying"" F.","Celeste, Jesus ""Boying"" F.","Celeste, Arthur F.","Celeste, Arthur F.","Celeste, Arthur F.","Braganza, Hernani ""Nani"" A.","Braganza, Hernani ""Nani"" A.","Orbos, Oscar ""Ka Oca"" Muñoz","Orbos, Oscar ""Ka Oca"" Muñoz"
Region VII (Central Visayas),"Lapu-Lapu City, Lone District","Chan, Junard ""Ahong""","Chan, Maria Cynthia ""Cindi"" King","Radaza, Paz Corro","Radaza, Aileen Corro","Radaza, Aileen Corro","Radaza, Arturo O.",,,,,,,
Region VII (Central Visayas),"Bohol, 1st District","Yap, John Geesnell ""Baba""","Chatto, Edgar Marino","Chatto, Edgardo Migriño","Relampagos, Rene Lopez","Relampagos, Rene Lopez","Relampagos, Rene Lopez","Chatto, Edgardo Migriño","Chatto, Edgardo Migriño","Chatto, Edgardo Migriño","Herrera, Ernesto ""Boy"" F.","Borja-Agana, Venice B.","Borja-Agana, Venice B.","Borja-Agana, Venice B."
NCR (National Capital Region),"Manila, 3rd District","Chua, Joel","Chua, Joel","Nieto, John Marvin ""Yul Servo"" C.","Nieto, John Marvin ""Yul Servo"" C.","Angping, Maria Zenaida Benedicto","Angping, Maria Zenaida Benedicto","Angping, Maria Zenaida Benedicto","Roces, Miles Andrew Mari","Angping, Harry C.","Angping, Harry C.","Fugoso, Leonardo B.","Fugoso, Leonardo B.","Fugoso, Leonardo B."
CAR (Cordillera Administrative Region),"Ifugao, Lone District","Chungalao, Solomon R.","Chungalao, Solomon R.","Chungalao, Solomon R.","Baguilat, Teodoro Jr. ""Teddy"" Brawner","Baguilat, Teodoro Jr. ""Teddy"" Brawner","Baguilat, Teodoro Jr. ""Teddy"" Brawner","Chungalao, Solomon R.","Chungalao, Solomon R.","Chungalao, Solomon R.","Cappleman, Benjamin B.","Cappleman, Benjamin B.","Cappleman, Benjamin B.","Lumauig, Gualberto ""Bert"" B."
NCR (National Capital Region),"Quezon City, 6th District","Co-Pilar, Ma. Victoria ""Marivic"" Rivera","Co-Pilar, Ma. Victoria ""Marivic"" Rivera","Belmonte, Jose Christopher ""Kit"" Y.","Belmonte, Jose Christopher ""Kit"" Y.","Belmonte, Jose Christopher ""Kit"" Y.",,,,,,,,
Region III (Central Luzon),"Tarlac, 1st District","Cojuangco, Jaime Eduardo Marc Diaz","Cojuangco, Jaime Eduardo Marc Diaz","Cojuangco, Carlos ""Charlie"" Oppen","Cojuangco, Carlos ""Charlie"" Oppen","Cojuangco, Enrique Sr. ""Henry"" Murphy","Cojuangco, Enrique Sr. ""Henry"" Murphy","Prieto-Teodoro, Monica Louise ""Nikki""","Teodoro, Gilberto Eduardo Gerardo Jr. ""Gibo"" Cojuangco","Teodoro, Gilberto Eduardo Gerardo Jr. ""Gibo"" Cojuangco","Teodoro, Gilberto Eduardo Gerardo Jr. ""Gibo"" Cojuangco","Cojuangco, Jose Jr. ""Peping"" Sumulong","Cojuangco, Jose Jr. ""Peping"" Sumulong","Cojuangco, Jose Jr. ""Peping"" Sumulong"
Region I (Ilocos Region),"Pangasinan, 2nd District","Cojuangco, Marcos Juan Bruno ""Mark"" Oppen","Cojuangco, Marcos Juan Bruno ""Mark"" Oppen","Espino, Jumel Anthony I.","Bataoil, Leopoldo N.","Bataoil, Leopoldo N.","Bataoil, Leopoldo N.","Agbayani, Victor Aguedo E.","Espino, Amado Jr. Totaan","Espino, Amado Jr. Totaan","Cruz, Teodoro C.","Bengson, Antonio III E.","Mendoza, Chris F.","Bengson, Antonio III E."
Region IV-A (CALABARZON),"Batangas, 3rd District","Collantes, Maria Theresa ""Maitet"" Valencia","Collantes, Maria Theresa ""Maitet"" Valencia","Collantes, Ma. Theresa ""Maitet"" Valencia","Collantes, Ma. Theresa ""Maitet"" Valencia","Collantes, Nelson ""Sonny"" P.","Collantes, Nelson ""Sonny"" P.","Reyes, Victoria Hernandez","Reyes, Victoria Hernandez","Reyes, Victoria Hernandez","Laurel, Jose Macario IV L.","Laurel-Trinidad, Milagros","Laurel-Trinidad, Milagros","Laurel-Trinidad, Milagros"
CARAGA (Caraga Administrative Region),"Agusan del Norte, 2nd District","Covera, Dale B.","Covera, Dale B.","Amante-Matba, Maria Angelica Rosedell Malbas","Amante, Erlpe John ""Ping"" Malbas","Amante, Erlpe John ""Ping"" Malbas","Amante-Matba, Maria Angelica Rosedell Malbas","Amante, Edelmiro Sr. A.","Amante-Matba, Maria Angelica Rosedell Malbas","Amante, Edelmiro Sr. A.","Libarios, Roan I.","Rama, Eduardo Sr. L.","Amante, Edelmiro Sr. A.","Amante, Edelmiro Sr. A."
Region III (Central Luzon),"Bulacan, 5th District","Cruz, Agatha Paula ""Agay"" A.","Cruz Jr, Ambrosio ""Boy"" Chua",,,,,,,,,,,
NCR (National Capital Region),"Taguig City-Pateros, Lone District","Cruz, Ricardo Jr. ""Ading""","Cruz, Ricardo Jr. ""Ading""","Cayetano, Maria Laarni","Cayetano, Pilar Juliana ""Pia"" Schramm","Cayetano, Lino Edgardo Schramm","Tiñga, Sigfrido ""Freddie"" Rodriguez","Dueñas, Henry Jr.""Jun"" M.; 
Reyes, Angelito P.","Cayetano, Alan Peter ""Compañero"" Schramm","Cayetano, Alan Peter ""Compañero"" Schramm","Cayetano, Alan Peter ""Compañero"" Schramm","Tiñga, Dante O.","Tiñga, Dante O.","Tiñga, Dante O."
Region II (Cagayan Valley),"Quirino, Lone District","Cua, Midy Nacague","Cua, Midy Nacague","Cua, Junie E.","Cua, Dakila Carlo ""Dax"" Enriquez","Cua, Dakila Carlo ""Dax"" Enriquez","Cua, Dakila Carlo ""Dax"" Enriquez","Cua, Junie E.","Cua, Junie E.","Cua, Junie E.","Cua, Ma. Angeles Enriquez","Cua, Junie E.","Cua, Junie E.","Cua, Junie E."
Region II (Cagayan Valley),"Nueva Vizcaya, Lone District","Cayton, Timothy Joseph ""Tim"" Estonilio ","Cuaresma, Luisa Lloren","Cuaresma, Luisa Lloren","Cuaresma, Luisa ""Banti"" Lloren","Padilla, Carlos M.","Padilla, Carlos M.","Padilla, Carlos M.","Agbayani, Rodolfo Q.","Padilla, Carlos M.","Padilla, Carlos M.","Padilla, Carlos M.","Perez, Leonardo B.","Padilla, Carlos M."
Region IX (Zamboanga Peninsula),"Zamboanga City, 2nd District","Perez, Jerry ""Totong""","Dalipe, Manuel Jose ""Mannix"" Mendoza ","Dalipe, Manuel Jose ""Mannix"" M.","Dalipe, Manuel Jose ""Mannix"" M.","Macrohon-Nuño, Lilia","Fabian, Enrico Basilio ""Erbie"" Apolinario","Fabian, Enrico Basilio ""Erbie"" Apolinario",,,,,,
CAR (Cordillera Administrative Region),"Mountain Province, Lone District","Dalog, Maximo Jr. Y.","Dalog, Maximo Jr. Y.","Dalog, Maximo Jr. Y.","Dalog, Maximo Sr. ""Max"" B.","Dalog, Maximo Sr. ""Max"" B.","Dalog, Maximo Sr. ""Max"" B.","Dominguez, Victor Sicado","Dominguez, Victor Sicado","Pilando, Roy S.","Dominguez, Josephine de Castro","Dominguez, Victor Sicado","Dominguez, Victor Sicado","Dominguez, Victor Sicado"
Region XI (Davao Region),"Davao Oriental, 1st District","Dayanghirang, Nelson L.","Dayanghirang, Nelson L.","Malanyaon, Corazon ""Cora"" Nuñez","Malanyaon, Corazon ""Cora"" Nuñez","Dayanghirang, Nelson Sr. Lechoncito","Dayanghirang, Nelson Sr. Lechoncito","Dayanghirang, Nelson Sr. Lechoncito","Malanyaon, Corazon ""Cora"" Nuñez","Malanyaon, Corazon ""Cora"" Nuñez","Palma-Gil, Ma. Elena ""Marlene"" Toroba","Palma-Gil, Ma. Elena ""Marlene"" Toroba","Palma-Gil, Ma. Elena ""Marlene"" Toroba","Dayanghirang, Enrico G."
Region VIII (Eastern Visayas),"Northern Samar, 1st District","Daza,Niko Raul","Daza, Paul Ruiz","Daza, Paul Ruiz","Daza, Raul A.","Abayon, Harlin Castillo; 
Daza, Raul A.","Daza, Raul A.","Daza, Paul Ruiz","Abayon, Harlin Castillo","Abayon, Harlin Castillo","Abayon, Harlin Castillo","Daza, Raul A.","Daza, Raul A.","Daza, Raul A."
Region I (Ilocos Region),"Pangasinan, 4th District","De Venecia, Christopher George Martin ""Toff"" Vera Perez","De Venecia, Christopher George Martin ""Toff"" Vera Perez","de Venecia, Christopher ""Toff"" Vera Perez","de Venecia, Christopher ""Toff"" Vera Perez","de Venecia, Mara Georgina ""Gina"" Vera Perez","de Venecia, Mara Georgina ""Gina"" Vera Perez","de Venecia, Jose Jr. ""Joey"" Claveria","de Venecia, Jose Jr. ""Joey"" Claveria","de Venecia, Jose Jr. ""Joey"" Claveria","Lim, Benjamin S.","de Venecia, Jose Jr. ""Joey"" Claveria","de Venecia, Jose Jr. ""Joey"" Claveria","de Venecia, Jose Jr. ""Joey"" Claveria"
Region VI (Western Visayas),"Iloilo, 3rd District","Defensor, Lorenz ""Enz"" Rama","Defensor, Lorenz ""Enz"" Rama","Defensor, Lorenz R.","Defensor, Arthur Jr. ""Art"" Rivera","Defensor, Arthur Jr. ""Art"" Rivera","Defensor, Arthur Jr. ""Art"" Rivera","Defensor, Arthur Sr. Doligosa","Defensor, Arthur Sr. Doligosa","Defensor, Arthur Sr. Doligosa","Parcon, Manuel ""Quedo"" P.","Tirador, Licurgo P.","Tirador, Licurgo P.","Tirador, Licurgo P."
Region VII (Central Visayas),"Cebu City, 1st District","Del Mar, Rachel Marguerite ""Cutie"" Borromeo","Del Mar, Rachel Marguerite ""Cutie"" Borromeo","Del Mar, Raul Veloso","Del Mar, Raul Veloso","Del Mar, Raul Veloso","Del Mar, Rachel Marguerite ""Cutie"" Borromeo","Del Mar, Raul Veloso","Del Mar, Raul Veloso","Del Mar, Raul Veloso","Del Mar, Raoul ""Ranny"" Borromeo","Del Mar, Raul Veloso","Del Mar, Raul Veloso","Del Mar, Raul Veloso"
Region X (Northern Mindanao),"Lanao del Norte, 1st District","Dimaporo, Imelda Q.","Dimaporo, Mohamad Khalid Quibranza","Dimaporo, Mohamad Khalid Quibranza","Dimaporo, Mohamad Khalid Quibranza","Dimaporo, Imelda ""Angging"" Quibranza","Dimaporo, Imelda ""Angging"" Quibranza","Belmonte, Vicente Jr. ""Varf"" F.","Badelles, Alipio Cirilo ""Tikbong"" V.","Badelles, Alipio Cirilo ""Tikbong"" V.","Badelles, Alipio Cirilo ""Tikbong"" V.","Badelles, Mariano Sr. Lluch","Badelles, Mariano Sr. Lluch","Badelles, Mariano Sr. Lluch"
Region X (Northern Mindanao),"Lanao del Norte, 2nd District","Dimaporo, Sittie Aminah Quibranza","Dimaporo, Sittie Aminah Quibranza","Dimaporo, Abdullah ""Bobby"" Dimakuta","Dimaporo, Abdullah ""Bobby"" Dimakuta","Dimaporo, Abdullah ""Bobby"" Dimakuta","Dimaporo, Fatima Aliah Quibranza","Dimaporo, Abdullah ""Bobby"" Dimakuta","Dimaporo, Abdullah ""Bobby"" Dimakuta","Dimaporo, Abdullah ""Bobby"" Dimakuta","Mangotara, Abdullah Sarip","Mangotara, Abdullah Sarip","Lanto, Macabangkit B.; 
Hisuler, Mario E.","Dimaporo, Abdullah ""Bobby"" Dimakuta"
NCR (National Capital Region),"Manila, 1st District","Dionisio, Ernesto Jr. ""Bong""","Dionisio, Ernesto Jr. ""Bong""","Lopez, Manuel Luis T.","Lopez, Manuel Luis T.","Asilo, Benjamin ""Atong"" D.","Asilo, Benjamin ""Atong"" D.","Asilo, Benjamin ""Atong"" D.","Nieva, Ernesto ""Banzai"" A.","Nieva, Ernesto ""Banzai"" A.","Nieva, Ernesto ""Banzai"" A.","Isidro, Martin B.","Isidro, Martin B.","Isidro, Martin B."
Region III (Central Luzon),"Bulacan, 1st District","Domingo, Danilo ""Danny"" A","Domingo, Danilo ""Danny"" A","Sy-Alvarado, ""Kuya"" Jose Antonio R.","Sy-Alvarado, Jose Antonio ""Kuya Jonathan"" R.","Sy-Alvarado, Maria Victoria Reyes","Sy-Alvarado, Maria Victoria Reyes","Sy-Alvarado, Maria Victoria Reyes","Sy-Alvarado, Wilhelmino ""Willy"" Manucdoc","Sy-Alvarado, Wilhelmino ""Willy"" Manucdoc","Sy-Alvarado, Wilhelmino ""Willy"" Manucdoc","Natividad, Teodulo C.","Natividad, Teodulo C.","Aniag, Francisco Jr. B."
Region IV-A (CALABARZON),"Rizal, 1st District","Ynares, Rebecca Maria Alcantara","Duavit, Michael John ""Jack"" Roy","Duavit, Michael John ""Jack"" Roy","Duavit, Michael John ""Jack"" Roy","Duavit, Joel Roy ""Joe"" Roy","Duavit, Joel Roy ""Joe"" Roy","Duavit, Michael John ""Jack"" Roy","Duavit, Michael John ""Jack"" Roy","Duavit, Michael John ""Jack"" Roy","Duavit, Gilberto Sr. ""Bibit"" Muñoz","Duavit, Gilberto Sr. ""Bibit"" Muñoz","Sanchez, Manuel R.","Sumulong, Francisco ""Komong"" Sumulong"
Region XI (Davao Region),"Davao del Norte, 2nd District","Dujali, Alan ""Aldu"" R.","Dujali, Alan ""Aldu"" R.","Dujali, Alan ""Aldu"" R.","Floirendo, Antonio Jr. ""Tonyboy"" R.","Lagdameo, Antonio Ernesto Jr. ""Anton"" Floirendo","Lagdameo, Antonio Ernesto Jr. ""Anton"" Floirendo","Lagdameo, Antonio Ernesto Jr. ""Anton"" Floirendo","Floirendo, Antonio Jr. ""Tonyboy"" R.","Floirendo, Antonio Jr. ""Tonyboy"" R.","Floirendo, Antonio Jr. ""Tonyboy"" R.","Sator, Baltazar ""Bal"" A.","Sator, Baltazar ""Bal"" A.","Sator, Baltazar ""Bal"" A."
Region XI (Davao Region),"Davao City, 1st District","Duterte, Paolo ""Pulong"" Zimmerman","Duterte, Paolo ""Pulong"" Zimmerman","Duterte, Paolo ""Pulong"" Zimmerman","Nograles, Karlo Alexei Bendigo","Nograles, Karlo Alexei Bendigo","Nograles, Karlo Alexei Bendigo","Nograles, Prospero Castillo","Nograles, Prospero Castillo","Nograles, Prospero Castillo","Duterte, Rodrigo ""Rody"" Roa","Nograles, Prospero Castillo","Dureza, Jesus ""Jess"" Gestuveo","Dureza, Jesus ""Jess"" Gestuveo; 
Nograles, Prospero Castillo"
Region II (Cagayan Valley),"Isabela, 5th District","Dy, Faustino Michael Carlos III T.","Dy, Faustino Michael Carlos III T.","Dy, Faustino Michael Carlos III T.",,,,,,,,,,
Region II (Cagayan Valley),"Isabela, 6th District","Dy, Faustino V ""Inno"" A.","Dy, Faustino V ""Inno"" A.","Dy, Faustino V ""Inno"" A.",,,,,,,,,,
Region II (Cagayan Valley),"Isabela, 3rd District","Dy, Ian Paul L.","Dy, Ian Paul L.","Dy, Ian Paul L.","Dy, Napoleon ""Pol"" S.","Dy, Napoleon ""Pol"" S.","Dy, Napoleon ""Pol"" S.","Dy, Faustino III ""Bojie"" G.","Dy, Faustino III ""Bojie"" G.","Dy, Faustino III ""Bojie"" G.","Reyes, Ramon M.","Respicio, Santiago P.","Respicio, Santiago P.","Respicio, Santiago P."
CARAGA (Caraga Administrative Region),"Dinagat Islands, Lone District","Bago-ao, Kaka J.","Ecleo, Alan B.","Ecleo, Alan  B.","Bag-ao, Arlene ""Kaka"" J.","Bag-ao, Arlene ""Kaka"" J.","Ecleo, Ruben Jr. Buray","Ecleo, Glenda Buray",,,,,,
Region X (Northern Mindanao),"Misamis Oriental, 2nd District","Emano, Yevgeny Vicente B.","Emano, Yevgeny Vicente B.","Uy, Juliette T.","Uy, Juliette T.","Uy, Juliette T.","Emano, Yevgeny Vincente ""Bambi"" Beja","Emano, Yevgeny Vincente ""Bambi"" Beja","Baculio, Augusto H.","Baculio, Augusto H.","Baculio, Augusto H.","Chaves, Victorico ""Concoy"" L.","Chaves, Victorico ""Concoy"" L.","Chaves, Victorico ""Concoy"" L."
Region IV-A (CALABARZON),"Quezon, 1st District","Enverga, Wilfrido Mark McCormick","Enverga, Wilfrido Mark McCormick","Enverga, Wilfrido Mark M.","Enverga-de la Paz, Anna Katrina ""Trina"" M.","Enverga, Wilfrido Mark M.","Enverga, Wilfrido Mark M.","Enverga, Wilfrido Mark M.","Nantes, Rafael ""Raffy"" Puchero","Nantes, Rafael ""Raffy"" Puchero","Nantes, Rafael ""Raffy"" Puchero","Enverga, Wilfrido Lopez","Enverga, Wilfrido Lopez","Enverga, Wilfrido Lopez"
Region V (Bicol Region),"Sorsogon, 1st District","Escudero, Bernadette ""Dette"" Reyes","Escudero, Bernadette ""Dette"" Reyes","Escudero, Evelina G.","Escudero, Evelina ""Nanay Evie"" Guevara","Escudero, Evelina ""Nanay Evie"" Guevara","Escudero, Salvador III ""Sonny"" Hatoc ","Escudero, Salvador III ""Sonny"" Hatoc ","Escudero, Francis Joseph ""Chiz"" Guevara","Escudero, Francis Joseph ""Chiz"" Guevara","Escudero, Francis Joseph ""Chiz"" Guevara","Escudero, Salvador III ""Sonny"" Hatoc ","Escudero, Salvador III ""Sonny"" Hatoc ","Escudero, Salvador III ""Sonny"" Hatoc "
Region VIII (Eastern Visayas),"Biliran, Lone District","Espina, Gerardo Jr. ""Gerryboy"" Jimenez","Espina, Gerardo Jr. ""Gerryboy"" Jimenez","Espina, Gerardo Jr. ""Gerryboy"" Jimenez","Espina, Rogelio Jimenez","Espina, Rogelio Jimenez","Espina, Rogelio Jimenez","Chong, Glenn Ang","Espina, Gerardo Jr. ""Gerryboy"" Jimenez","Espina, Gerardo Sr. ""Gerry"" Sabinay","Espina, Gerardo Sr. ""Gerry"" Sabinay","Espina, Gerardo Sr. ""Gerry"" Sabinay",,
Region IX (Zamboanga Peninsula),"Zamboanga Sibugay, 2nd District",Hofer-Hasim Marly,"Eudela, Antonieta ""Ate Tata"" Ramiso","Hofer, Dulce Ann Kintanar","Hofer, Dulce Ann Kintanar","Hofer, Dulce Ann Kintanar","Jalosjos, Romeo Jr. ""Jon-jon"" M.","Hofer, Dulce Ann Kintanar",,,,,,
Region IV-A (CALABARZON),"Santa Rosa, Lone District","Gonzales, Roy M.","Fernandez, Danilo Ramon ""Dan"" Subiaga",,,,,,,,,,,
Region IV-A (CALABARZON),"Cavite, 6th District","Ferrer, Antonio ""Ony"" Alandy","Ferrer, Antonio ""Ony"" Alandy","Ferrer, Luis IV ""Jon-Jon"" Alandy","Ferrer, Luis IV ""Jon-Jon"" Alandy","Ferrer, Luis IV ""Jon-Jon"" Alandy","Ferrer, Antonio ""Ony"" Alandy",,,,,,,
Region VI (Western Visayas),"Negros Occidental, 4th District","Ferrer, Juliet Marie ""Jules"" De Leon","Ferrer, Juliet Marie ""Jules"" De Leon","Ferrer, Juliet Marie De Leon","Ferrer, Juliet Marie De Leon","Ferrer, Jeffrey P.","Ferrer, Jeffrey P.","Ferrer, Jeffrey P.","Cojuangco, Carlos ""Charlie"" Oppen","Cojuangco, Carlos ""Charlie"" Oppen","Cojuangco, Carlos ""Charlie"" Oppen","Matti, Edward M.","Matti, Edward M.","Matti, Edward M."
Region X (Northern Mindanao),"Bukidnon, 2nd District","Flores, Jonathan Keith T.","Flores, Jonathan Keith T.","Flores, Jonathan Keith T.","Flores, Florencio Jr. ""Doc Boy"" T.","Flores, Florencio Jr. ""Doc Boy"" T.","Flores, Florencio Jr. ""Doc Boy"" T.","Guingona, Teofisto III ""TG"" de Lara","Guingona, Teofisto III ""TG"" de Lara","Ancheta, Berthobal Sr. R.","Tilanduca, Reginaldo N.","Tilanduca, Reginaldo N.","Tilanduca, Reginaldo N.","Labaria, Violeta Tabios"
Region V (Bicol Region),"Sorsogon, 2nd District","Fortes, Manuel Jr. ""Wowo"" Laurio ","Fortes, Manuel Jr. ""Wowo"" Laurio ","Ramos, Ma. Bernardita ""Ditas"" Bañares","Ramos, Deogracias Jr. ""Ding"" B.","Ramos, Deogracias Jr. ""Ding"" B.","Ramos, Deogracias Jr. ""Ding"" B.","Solis, Jose G.","Solis, Jose G.","Solis, Jose G.","Gonzales, Rodolfo F.","Gillego, Bonifacio ""Boni"" H.","Gillego, Bonifacio ""Boni"" H.","Gillego, Bonifacio ""Boni"" H."
Region VII (Central Visayas),"Cebu, 5th District","Frasco, Vincent Franco 'Duke' D.","Frasco, Vincent Franco 'Duke' D.","Frasco, Vincent Franco 'Duke' D.","Durano, Ramon VI ""Red"" Hotchkiss","Durano, Joseph Felix Mari ""Ace"" Hotchkiss","Durano, Ramon VI ""Red"" Hotchkiss","Durano, Ramon VI ""Red"" Hotchkiss","Durano, Joseph Felix Mari ""Ace"" Hotchkiss; 
Durano, Ramon VI ""Red"" Hotchkiss","Durano, Joseph Felix Mari ""Ace"" Hotchkiss","Durano, Joseph Felix Mari ""Ace"" Hotchkiss","Durano, Ramon III ""Nito"" Duterte","Durano, Ramon III ""Nito"" Duterte","Durano, Ramon III ""Nito"" Duterte"
NCR (National Capital Region),"Muntinlupa City, Lone District","Fresnedi, Jaime ""Jimmy""","Fresnedi, Jaime ""Jimmy""","Biazon, Rozzano Rufino ""Ruffy"" Bunoan","Biazon, Rozzano Rufino ""Ruffy"" Bunoan","Biazon, Rodolfo ""Pong"" Gaspar","Biazon, Rodolfo ""Pong"" Gaspar","Biazon, Rozzano Rufino ""Ruffy"" Bunoan","Biazon, Rozzano Rufino ""Ruffy"" Bunoan","Biazon, Rozzano Rufino ""Ruffy"" Bunoan","Bunye, Ignacio Rivera",,,
Region V (Bicol Region),"Camarines Sur, 4th District","Fuentabella, Arnulf Bryan ""Arnie "" Buquid","Fuentabella, Arnulf Bryan ""Arnie "" Buquid","Fuentebella, Arnulf Bryan ""Arnie"" Buquid","Fuentebella, Arnulfo Palma","Fuentebella, Felix William ""Wimpy"" Buquid","Fuentebella, Arnulfo Palma","Alfelor, Felix Jr. R.","Alfelor, Felix Jr. R.","Alfelor, Felix Jr. R.","Fortuno, Salvio Balera","Alfelor, Ciriaco R.","Alfelor, Ciriaco R.","Alfelor, Ciriaco R."
Region VII (Central Visayas),"Cebu, 2nd District","Galeos, Edsel Amatong","Galeos, Edsel Amatong","Caminero, Wilfredo ""Willy"" S.","Caminero, Wilfredo ""Willy"" Sardido","Caminero, Wilfredo ""Willy"" Sardido","Garcia, Pablo ""Pabling"" Paras","Garcia, Pablo ""Pabling"" Paras","Kintanar, Simeon ""Sim"" L.","Kintanar, Simeon ""Sim"" L.","Kintanar, Simeon ""Sim"" L.","Abines, Crisologo ""Sol"" A.","Abines, Crisologo ""Sol"" A.","Abines, Crisologo ""Sol"" A."
Region III (Central Luzon),"Bataan, 2nd District","Garcia, Albert Raymond ""Abet"" Sandejas","Garcia, Albert Raymond ""Abet"" Sandejas","Garcia, Jose Enrique III ""Joet"" S.","Garcia, Jose Enrique III ""Joet"" S.","Garcia, Enrique Jr. ""Tet"" Tuazon","Garcia, Albert Raymond ""Abet"" S.","Garcia, Albert Raymond ""Abet"" S.","Garcia, Albert Raymond ""Abet"" S.","Garcia, Enrique Jr. ""Tet"" Tuazon","Garcia, Enrique Jr. ""Tet"" Tuazon","Garcia, Enrique Jr. ""Tet"" Tuazon","Venegas, Dominador N.","Garcia, Enrique Jr. ""Tet"" Tuazon"
Region I (Ilocos Region),"La Union, 2nd District","Garcia, Dante Sotelo","Garcia, Dante Sotelo","Eriguel, Sandra Y.","Eriguel, Sandra Y.","Eriguel, Eufranio ""Franny"" Chan","Eriguel, Eufranio ""Franny"" Chan","Dumpit, Thomas Jr. De Lara","Dumpit, Tomas Meana","Dumpit, Tomas Meana","Dumpit, Tomas Meana","Aspiras, Jose D.","Aspiras, Jose D.","Aspiras, Jose D."
Region IV-A (CALABARZON),"Rizal, 3rd District","Garcia, Jose Arturo ""Jojo"" Santillan","Garcia, Jose Arturo ""Jojo"" Santillan",,,,,,,,,,,
Region III (Central Luzon),"Bataan, 3rd Distirict","Garcia, Maria Angela ""Gila"" Sandejas","Garcia, Maria Angela ""Gila"" Sandejas",,,,,,,,,,,
Region VII (Central Visayas),"Cebu, 3rd District","Garcia, Karen Hope F.","Garcia, Pablo John ""PJ"" Fiel","Garcia, Pablo John ""PJ"" Fiel","Garcia, Gwendolyn Fiel","Garcia, Gwendolyn Fiel","Garcia, Pablo John ""PJ"" Fiel","Garcia, Pablo John ""PJ"" Fiel","Yapha, Antonio Jr. ""Jun"" P.","Yapha, Antonio Jr. ""Jun"" P.","Yapha, Antonio Jr. ""Jun"" P.","Osmeña, John Henry Renner","Garcia, Pablo ""Pabling"" Paras","Garcia, Pablo ""Pabling"" Paras"
Region XI (Davao Region),"Davao City, 2nd District","Garcia, Vincent J.","Garcia, Vincent J.","Garcia, Vincent J.","Garcia-Albano, Mylene J.","Garcia-Albano, Mylene J.","Garcia-Albano, Mylene J.","Garcia, Vincent J.","Garcia, Vincent J.","Garcia, Vincent J.","Garcia, Manuel ""Nonoy"" M.","Garcia, Manuel ""Nonoy"" M.","Garcia, Manuel ""Nonoy"" M.","Maskariño, Cornelio P."
