NCR (National Capital Region),District,20th Congress,19th congress,18th Congress,17th Congress,16th Congress,15th Congress,14th Congress,13th Congress,12th Congress,11th Congress,10th Congress,9th Congress,8th Congress
Region VI (Western Visayas),"Bacolod City, Lone District","Gasataya, Greg Galang","Gasataya, Greg Galang","Gasataya, Greg G.","Gasataya, Greg G.","Leonardia, Evelio ""Bing"" Ramos","Golez, Anthony Rolando Jr. T.","Puentevella, Monico Ogtong","Puentevella, Monico Ogtong","Puentevella, Monico Ogtong","Orola, Juan Jr. Nuega","Guanzon, Romeo ""Roming"" Gonzaga","Guanzon, Romeo ""Roming"" Gonzaga","Guanzon, Romeo ""Roming"" Gonzaga"
NCR (National Capital Region),"Valenzuela City, 1st District","Gatchalian, Kenneth","Gatchalian, Rexlon ""Rex"" ; Gatchalian, Kenneth","Gatchalian, Weslie ""Wes"" T.","Gatchalian, Weslie ""Wes"" Ting","Gatchalian, Sherwin ""Win"" Ting","Gatchalian, Rexlon ""Rex"" Ting","Gatchalian, Rexlon ""Rex"" Ting","Carlos, Jose Emmanuel ""Bobbit"" Lozada","Gatchalian, Sherwin ""Win"" Ting",,,,
Region II (Cagayan Valley),"Batanes, Lone District","Gato , Ciriaco Jr ""Jun"" Bayaras","Gato , Ciriaco Jr ""Jun"" Bayaras","Gato, Ciriaco Jr. B.","Abad, Henedina ""Dina"" Razon","Abad, Henedina ""Dina"" Razon","Abad, Henedina ""Dina"" Razon","Diasnes, Carlo Oliver D.","Abad, Henedina ""Dina"" Razon","Abad, Florencio ""Butch"" Barsana","Abad, Florencio ""Butch"" Barsana","Abad, Florencio ""Butch"" Barsana","Lizardo, Enrique C.","Abad, Florencio ""Butch"" Barsana"
Region II (Cagayan Valley),"Isabela, 2nd District","Go, Ed Christopher S.","Go, Ed Christopher S.","Go, Ed Christopher S.","Go, Ana Cristina Siquian","Go, Ana Cristina Siquian","Go, Ana Cristina Siquian","Uy, Edwin C.","Uy, Edwin C.","Uy, Edwin C.","Dy, Faustino Jr. ""Jun"" N.","Dy, Faustino Jr. ""Jun"" N.","Dy, Faustino Jr. ""Jun"" N.","Domingo, Simplicio Jr."
CAR (Cordillera Administrative Region),"Baguio City, Lone District","Go, Mark O.","Go, Mark O.","Go, Marquez ""Mark"" Ocampo","Go, Marquez ""Mark"" Ocampo","Aliping, Nicasio Jr. ""Botbot"" M.","Vergara, Bernardo M.","Domogan, Mauricio ""Morris"" G.","Domogan, Mauricio ""Morris"" G.","Domogan, Mauricio ""Morris"" G.","Vergara, Bernardo M.","Vergara, Bernardo M.","Vergara, Bernardo M.",
Region XI (Davao Region),"Davao de Oro, 2nd District","Gonzaga, Ruwel Peter S.","Gonzaga, Ruwel Peter S.","Gonzaga, Ruwel Peter S.","Gonzaga, Ruwel Peter S.","Amatong, Rommel C.","Amatong, Rommel C.","Amatong, Rommel C.","Amatong, Prospero ""Pros"" Sybico","Amatong, Prospero ""Pros"" Sybico","Amatong, Prospero ""Pros"" Sybico",,,
Region III (Central Luzon),"Pampanga, 3rd District","Gonzales, Alyssa Michaela ""Mica""","Gonzales, Aurelio Jr. ""Dong"" D.","Gonzales, Aurelio Jr. ""Dong"" D.","Gonzales, Aurelio Jr. ""Dong"" D.","Rodriguez, Oscar Samson","Gonzales, Aurelio Jr. ""Dong"" D.","Gonzales, Aurelio Jr. ""Dong"" D.","Aquino, Jesus Reynaldo ""Rey"" Bondoc","Rodriguez, Oscar Samson","Rodriguez, Oscar Samson","Rodriguez, Oscar Samson","Domingo, Andrea Dizon","Rodriguez, Oscar Samson"
NCR (National Capital Region),"Mandaluyong City, Lone District","Pahati-Gonzales, Alexandra ""Queenie""","Gonzales, Neptali II ""Boyet"" Medina","Gonzales, Neptali II ""Boyet"" Medina","Gonzales, Alexandria P.","Gonzales, Neptali II ""Boyet"" Medina","Gonzales, Neptali II ""Boyet"" Medina","Gonzales, Neptali II ""Boyet"" Medina","Abalos, Benjamin  Jr.""Benhur"" de Castro","Gonzales, Neptali II ""Boyet"" Medina","Gonzales, Neptali II ""Boyet"" Medina","Gonzales, Neptali II ""Boyet"" Medina",,
Region VI (Western Visayas),"Iloilo, 2nd District","Gorriceta, Kathryn Joyce F.","Gorriceta, Michael ""Mike "" Bersales ","Gorriceta, Michael ""Mike"" B.","Gorriceta, Arcadio ""Cadio"" Hitalia","Gorriceta, Arcadio ""Cadio"" Hitalia","Syjuco, Augusto Jr. ""Boboy"" L.","Syjuco, Judy J.","Syjuco, Judy J.","Syjuco, Augusto Jr. ""Boboy"" L.","Syjuco, Augusto Jr. ""Boboy"" L.","Lopez, Alberto ""Albertito"" Javellana","Lopez, Alberto ""Albertito"" Javellana","Lopez, Alberto ""Albertito"" Javellana"
Region I (Ilocos Region),"Pangasinan, 5th District","Guico , Ramon Jr. Naval","Guico , Ramon Jr. Naval","Guico, Ramon III ""Mon-Mon"" V.","Espino, Amado Jr. T.","Cojuangco, Ma. Carmen ""Kimi"" Schulze","Cojuangco, Ma. Carmen ""Kimi"" Schulze","Cojuangco, Marcos Juan Bruno ""Mark"" Oppen","Cojuangco, Marcos Juan Bruno ""Mark"" Oppen","Cojuangco, Marcos Juan Bruno ""Mark"" Oppen","Perez, Amadeo Jr. R.","Perez, Amadeo Jr. R.","Perez, Amadeo Jr. R.","Estrella, Conrado Jr. B."
Region VII (Central Visayas),"Cebu, 1st District","Gullas, Rhea Mae Aquino","Gullas, Rhea Mae Aquino","Gullas, Eduardo Sr. ""Eddie"" Rivera","Gullas, Gerald Anthony Jr. ""Samsam"" Vargas","Gullas, Gerald Anthony Jr. ""Samsam"" Vargas","Gullas, Eduardo Sr. ""Eddie"" Rivera","Gullas, Eduardo Sr. ""Eddie"" Rivera","Gullas, Eduardo Sr. ""Eddie"" Rivera","Gullas, Jose ""Dodong"" Rivera","Gullas, Eduardo Sr. ""Eddie"" Rivera","Gullas, Eduardo Sr. ""Eddie"" Rivera","Gullas, Eduardo Sr. ""Eddie"" Rivera","Bacaltos, Antonio Sr. ""Ondo Bando"" Tabiolo"
Region IV-B (MIMAROPA),"Palawan, 3rd District","Acosta, Gil ""KABARANGAY"" Jr.","Hagedorn, Edward ""Ed""  Solon","Acosta, Gil Jr. ""Kabarangay Jr."" Abesamis","Acosta, Gil ""Kabarangay"" P.","Hagedorn, Douglas Solon",,,,,,,,
Region VI (Western Visayas),"Aklan, 2nd District","Miraflores, Florencio  T.","Haresco, Teodorico  Jr. ""Nonong"" Tumbocon","Haresco, Teodorico Jr. ""Nonong"" Tumbocon",,,,,,,,,,
BARMM (Bangsamoro Autonomous Region in Muslim Mindanao),"Basilan, Lone District","Alano, Ustadz Yusop T.","Hataman, Mujiv S.","Hataman, Mujiv S.","Akbar, Jum Jainudin","Hataman-Salliman, Hadjiman ""Jim"" S.","Hataman-Salliman, Hadjiman ""Jim"" S.","Akbar, Ustadz Wahab M.","Salapuddin, Abdulghani ""Gerry"" Ajul","Salapuddin, Abdulghani ""Gerry"" Ajul","Salapuddin, Abdulghani ""Gerry"" Ajul","Muarip, Candu Ismael","Tugung, Elnorita P.","Dans, Alvin G."
Region IV-A (CALABARZON),"Calamba City, Lone District","Hernandez-Alcantara, Charisse Anne ""Cha"" Claudio","Hernandez-Alcantara, Charisse Anne ""Cha"" Claudio","Chipeco, Joaquin Jr. M.",,,,,,,,,,
Region V (Bicol Region),"Camarines Sur, 1st District","Horibata, Tsuyoshi Anthony ""Horsey""  Gualberto","Horibata, Tsuyoshi Anthony ""Horsey""  Gualberto","Andaya, Marissa","Andaya, Rolando Jr. ""Nonoy"" Gutierrez","Andaya, Rolando Jr. ""Nonoy"" Gutierrez","Andaya, Rolando Jr. ""Nonoy"" Gutierrez","Arroyo, Diosdado Ignacio Jose Maria ""Dato"" Macapagal","Andaya, Rolando Jr. ""Nonoy"" Gutierrez","Andaya, Rolando Jr. ""Nonoy"" Gutierrez","Andaya, Rolando Jr. ""Nonoy"" Gutierrez","Andaya, Rolando R.","Andaya, Rolando R.","Andaya, Rolando R."
Region VIII (Eastern Visayas),"Leyte, 2nd District","Javier, Lolita T.","Javier, Lolita T.","Javier, Lolita T.","Ong, Henry C.","Apostol, Sergio Antonio F.","Apostol, Sergio Antonio Figueroa","Apostol, Trinidad Go","Apostol, Trinidad Go","Apostol, Trinidad Go","Apostol, Sergio Antonio Figueroa","Apostol, Sergio Antonio Figueroa","Apostol, Sergio Antonio Figueroa","Horca, Manuel Jr. L."
Region V (Bicol Region),"Masbate, 2nd District","Kho, Elisa ""Olga"" Tingcungco","Kho, Elisa ""Olga"" Tingcungco","Kho, Elisa ""Olga"" Tingcungco","Kho, Elisa ""Olga"" Tingcungco","Kho, Elisa ""Olga"" Tingcungco","Kho, Antonio ""Tony"" T.","Kho, Antonio ""Tony"" T.","Espinosa, Emilio Jr. de la Rosa","Espinosa, Emilio Jr. de la Rosa","Espinosa, Emilio Jr. de la Rosa","Bakunawa, Luz Cleta Reyes","Bakunawa, Luz Cleta Reyes","Bakunawa, Luz Cleta Reyes"
Region V (Bicol Region),"Masbate, 1st District","Kho, Antonio T.","Kho, Ricardo ""Richard""  Tingcungco","Bravo, Narciso Jr. ""Bong"" Recio","Bravo, Maria Vida Espinosa","Bravo, Maria Vida Espinosa","Bravo, Narciso Jr. ""Bong"" Recio","Bravo, Narciso Jr. ""Bong"" Recio","Bravo, Narciso Jr. ""Bong"" Recio","Bravo, Maria Vida Espinosa","Bravo, Maria Vida Espinosa","Bravo, Maria Vida Espinosa","Espinosa, Tito R.","Espinosa, Tito R."
Region V (Bicol Region),"Masbate, 3rd District","Kho, Wilton ""Tonton"" Tan","Kho, Wilton ""Tonton"" Tan","Kho, Wilton ""Tonton"" Tan","Lanete, Scott Davies Seachon","Lanete, Scott Davies Seachon","Lanete, Scott Davies Seachon","Seachon-Lanete, Rizalina ""Dayan"" L.","Seachon-Lanete, Rizalina ""Dayan"" L.","Seachon, Fausto Jr. ""Ka Boss"" L.","Seachon, Fausto Jr. ""Ka Boss"" L.","Seachon, Fausto Jr. ""Ka Boss"" L.","Kho, Antonio ""Tony"" T.","Espinosa, Moises Sr. de la Rosa"
Region III (Central Luzon),"Zambales, 1st District","Khonghun, Jeffrey D.","Khonghun, Jeffrey D.","Khonghun, Jeffrey D.","Khonghun, Jeffrey D.","Khonghun, Jeffrey D.","Magsaysay, Ma. Milagros ""Mitos"" Habana","Magsaysay, Ma. Milagros ""Mitos"" Habana","Magsaysay, Ma. Milagros ""Mitos"" Habana","Gordon, James Jr. ""Bong"" Juico","Gordon, James Jr. ""Bong"" Juico","Gordon, James Jr. ""Bong"" Juico","Gordon, Katherine ""Kate"" Howell","Gordon, Katherine ""Kate"" Howell"
Region IX (Zamboanga Peninsula),"Zamboanga del Norte, 2nd District","Labadlabad, Irene","Labadlabad, Glona Gollayan","Labadlabad, Glona G.","Labadlabad, Glona ""Glo"" Gollayan","Labadlabad, Rosendo ""Dodoy"" Sabanal","Labadlabad, Rosendo ""Dodoy"" Sabanal","Labadlabad, Rosendo ""Dodoy"" Sabanal","Barinaga, Roseller ""Matoy"" Lara","Barinaga, Roseller ""Matoy"" Lara","Barinaga, Roseller ""Matoy"" Lara","Llorente, Cresente Jr. Y.","Amatong, Ernesto Sybico","Amatong, Ernesto Sybico"
NCR (National Capital Region),"Malabon City, Lone District","Oreta, Antolin ""Lenlen"" III Aquino","Lacson-Noel, Josephine Veronique R.","Lacson-Noel, Josephine Veronique R.","Sandoval, Federico II ""Ricky"" S.","Lacson-Noel, Josephine Veronique ""Jaye"" R.","Lacson-Noel, Josephine Veronique ""Jaye"" R.",,,,,,,
Region V (Bicol Region),"Albay, 1st District","Lagman, Cielo Krisel","Lagman, Edcel Sr. Castelar","Lagman, Edcel ""Ed"" Castelar","Lagman, Edcel ""Ed"" Castelar","Lagman, Edcel Greco Alexandre Jr. ""Grex"" Burce","Lagman, Edcel ""Ed"" Castelar","Lagman, Edcel ""Ed"" Castelar","Lagman, Edcel ""Ed"" Castelar","Lagman-Luistro, Cielo Krisel Burce","Lagman-Luistro, Cielo Krisel Burce","Lagman, Edcel ""Ed"" Castelar","Lagman, Edcel ""Ed"" Castelar","Lagman, Edcel ""Ed"" Castelar"
Region VII (Central Visayas),"Cebu, 6th District","Lagon, Daphne Arias","Lagon, Daphne Arias","Ouano-Dizon, Emmarie ""Lolypop"" M.","Cortes, Jonas Cabungcal","Quisumbing, Gabriel Luis ""Luigi"" Romualdez","Quisumbing, Gabriel Luis ""Luigi"" Romualdez","Soon-Ruiz, Nerissa Corazon","Soon-Ruiz, Nerissa Corazon","Soon-Ruiz, Nerissa Corazon","Herrera, Efren T.","Soon-Ruiz, Nerissa Corazon","Soon-Ruiz, Nerissa Corazon","dela Serna, Vicente ""Tingting"" Low"
Region II (Cagayan Valley),"Cagayan, 3rd District","Lara, Joseph ""Jojo"" Lasam","Lara, Joseph ""Jojo"" Lasam","Lara, Joseph ""Jojo"" L.","Ting, Randolph ""Randy"" S.","Ting, Randolph ""Randy"" S.","Ting, Randolph ""Randy"" S.","Mamba, Manuel N.","Mamba, Manuel N.","Mamba, Manuel N.","Aguinaldo, Rodolfo ""Agi"" E.","Mamba, Manuel Novena","Mamba, Francisco K.","Dupaya, Tito M."
Region III (Central Luzon),"Pampanga, 1st District","Lazatin, Carmelo II Bautista","Lazatin, Carmelo II Bautista","Lazatin, Carmelo II ""Jon"" B.","Lazatin, Carmelo II ""Jon"" B.","Guiao, Joseller ""Yeng"" M.","Lazatin, Carmelo ""Tarzan"" B.","Lazatin, Carmelo ""Tarzan"" B.","Nepmuceno, Francis ""Blueboy"" Lumalan","Nepmuceno, Francis ""Blueboy"" Lumalan","Nepmuceno, Francis ""Blueboy"" Lumalan","Lazatin, Carmelo ""Tarzan"" B.","Lazatin, Carmelo ""Tarzan"" B.","Lazatin, Carmelo ""Tarzan"" B."
Region VI (Western Visayas),"Antique, Lone District","Legarda, Antonio Agapito Jr. ""AA"" Bautista ","Legarda, Antonio Agapito Jr. ""AA"" Bautista ","Legarda, Lorna Regina ""Loren"" Bautista","Javier, Paolo Everardo S.","Javier, Paolo Everardo S.","Javier, Paolo Everardo S.","Javier, Exequiel Bellaflor","Javier, Exequiel Bellaflor","Javier, Exequiel Bellaflor","Plameras, Jovito Jr. C.","Javier, Exequiel Bellaflor","Javier, Exequiel Bellaflor","Javier, Exequiel Bellaflor"
Region VII (Central Visayas),"Negros Oriental, 1st District","Iway, Emmanuel Limkaichong","Limkaichong, Jocelyn Sy","Limkaichong, Jocelyn Sy","Limkaichong, Jocelyn Sy","Iway, Emmanuel M.","Limkaichong, Jocelyn Sy","Limkaichong, Jocelyn Sy","Paras, Jacinto ""Jing"" Villegas","Paras, Jacinto ""Jing"" Villegas","Paras, Jacinto ""Jing"" Villegas","Paras, Jerome Villegas","Paras, Jerome Villegas","Paras, Jerome Villegas"
Region VI (Western Visayas),"Iloilo, 1st District","Loreto-Garin,  Janette Petilla","Loreto-Garin,  Janette Petilla","Garin, Janette Loreto","Garin, Oscar ""Richard"" Jr. Serag","Garin, Oscar ""Richard"" Jr. Serag","Garin, Janette Loreto","Garin, Janette Loreto","Garin, Janette Loreto","Garin, Oscar ""Oca"" Gemarino","Garin, Ninfa Serag","Garin, Oscar ""Oca"" Gemarino","Garin, Oscar ""Oca"" Gemarino","Garin, Oscar ""Oca"" Gemarino"
Region IV-A (CALABARZON),"Cavite, 5th District","Loyola, Roy Maulanin","Loyola, Roy Maulanin","Loyola, Dahlia Ambayec","Loyola, Roy M.","Loyola, Roy M.","Loyola, Roy M.",,,,,,,
Region IV-A (CALABARZON),"Batangas, 2nd District","Luistro, Gerville ""Jinky Bitrics"" Reyes","Luistro, Gerville ""Jinky Bitrics"" Reyes","Abu, Raneo ""Ranie"" Enriquez","Abu, Raneo ""Ranie"" Enriquez","Abu, Raneo ""Ranie"" Enriquez","Mandanas, Hermilando ""Dodo"" Ingco","Mandanas, Hermilando ""Dodo"" Ingco","Mandanas, Hermilando ""Dodo"" Ingco","Perez, Francisco II S.","Mendoza, Edgar ""Ed"" L.","Perez, Hernando ""Nani"" B.","Perez, Hernando ""Nani"" B.","Perez, Hernando ""Nani"" B."
Region XII (SOCCSKSARGEN),"South Cotabato, 1st District","Lumayag, Isidro ""Ed"" D.","Lumayag, Isidro ""Ed"" D.","Bañas-Nograles, Shirlyn L.","Acharon, Pedro Jr. ""Jun"" Bugsano","Acharon, Pedro Jr. ""Jun"" Bugsano","Acharon, Pedro Jr. ""Jun"" Bugsano","Antonino-Custodio, Darlene Magnolia Ricasa","Antonino-Custodio, Darlene Magnolia Ricasa","Antonino-Custodio, Darlene Magnolia Ricasa","Antonino, Luwalhati Ricasa","Antonino, Luwalhati Ricasa","Antonino, Luwalhati Ricasa","Antonino, Adelbert W."
NCR (National Capital Region),"Manila, 4th District","Maceda, Giselle Mary L.","Maceda, Edward Vera Perez","Maceda, Edward Michael Vera Perez","Maceda, Edward Vera Perez","Bonoan-David, Ma.Theresa ""Trisha"" B.","Bonoan-David, Ma.Theresa ""Trisha"" B.","Bonoan-David, Ma.Theresa ""Trisha"" B.","Bacani, Rodolfo C.","Bacani, Rodolfo C.","Bacani, Rodolfo C.","Bagatsing, Ramon Jr. Sevilla","Bagatsing, Ramon Jr. Sevilla","Bagatsing, Ramon Jr. Sevilla"
Region IV-B (MIMAROPA),"Romblon, Lone District","Madrona, Eleandro Jesus ""Budoy' Fabic ","Madrona, Eleandro Jesus ""Budoy' Fabic ","Madrona, Eleandro Jesus F.","Madrona, Emmanuel ""Toto"" Fabic","Madrona, Eleandro Jesus ""Budoy"" Fabic","Madrona, Eleandro Jesus ""Budoy"" Fabic","Madrona, Eleandro Jesus ""Budoy"" Fabic","Firmalo, Eduardo ""Lolong"" Chang","Ylagan, Perpetuo Barredo","Madrona, Eleandro Jesus ""Budoy"" Fabic","Madrona, Eleandro Jesus ""Budoy"" Fabic","Madrona, Eleandro Jesus ""Budoy"" Fabic","Beltran, Natalio Jr. Magallanes"
NCR (National Capital Region),"Caloocan City, 1st District","Malapitan, Oscar ""Oca"" Gonzales","Malapitan, Oscar ""Oca"" Gonzales","Malapitan, Dale ""Along"" R.","Malapitan, Dale ""Along"" R.","Echiverri, Enrico ""Recom"" R.","Malapitan, Oscar ""Oca"" Gonzales","Malapitan, Oscar ""Oca"" Gonzales","Malapitan, Oscar ""Oca"" Gonzales","Echiverri, Enrico ""Recom"" R.","Echiverri, Enrico ""Recom"" R.","Guanzon, Roberto ""Bobby"" Samar","Henson, Aurora Asistio","Robles, Virgilio P.; 
Santos, Romeo L."
Region III (Central Luzon),"Zambales, 2nd District","Maniquiz, Doris ""Nanay Bing"" Ecdao","Maniquiz, Doris ""Nanay Bing"" Ecdao","Deloso-Montalla, Cheryl P.","Deloso-Montalla, Cheryl P.","Deloso-Montalla, Cheryl P.","Diaz, Antonio Magsaysay; 
Ebdane, Jun Omar Cabanayan","Diaz, Antonio Magsaysay","Diaz, Antonio Magsaysay","Torres, Ruben Deloso","Diaz, Antonio Magsaysay","Diaz, Antonio Magsaysay","Diaz, Antonio Magsaysay","Gonzalez, Pacita Trinidad"
Region VI (Western Visayas),"Negros Occidental, 2nd District","Maranon, Alfredo III ""Thirdy"" Debulgado","Maranon, Alfredo III ""Thirdy"" Debulgado","Cueva, Leo Rafael M.","Cueva, Leo Rafael M.","Cueva, Leo Rafael M.","Marañon, Alfredo III ""Thirdy"" Dalisay","Marañon, Alfredo III ""Thirdy"" Dalisay","Marañon, Alfredo III ""Thirdy"" Dalisay","Marañon, Alfredo Jr. ""Freddie"" Galicia","Marañon, Alfredo Jr. ""Freddie"" Galicia","Marañon, Alfredo Jr. ""Freddie"" Galicia","Puey, Manuel H.","Puey, Manuel H."
Region I (Ilocos Region),"Ilocos Norte, 1st District","Marcos III, Ferdinand Alexander ""Sandro"" Araneta","Marcos III, Ferdinand Alexander ""Sandro"" Araneta","Fariñas, Ria Christina G.","Fariñas, Rodolfo Sr. ""Rudy"" Castro","Fariñas, Rodolfo Sr. ""Rudy"" Castro","Fariñas, Rodolfo Sr. ""Rudy"" Castro","Ablan, Roquito Jr. ""Roque"" R.","Ablan, Roquito Jr. ""Roque"" R.","Ablan, Roquito Jr. ""Roque"" R.","Fariñas, Rodolfo Sr. ""Rudy"" Castro","Ablan, Roquito Jr. ""Roque"" R.","Ablan, Roquito Jr. ""Roque"" R.","Ablan, Roquito Jr. ""Roque"" R."
Region IV-A (CALABARZON),"Laguna, 2nd District","Hernandez, Ramil Laurel","Mariano-Hernandez, Ruth","Mariano-Hernandez, Ruth","Chipeco, Joaquin Jr. ""Jun"" M.","Chipeco, Joaquin Jr. ""Jun"" M.","Chipeco, Justin Marc ""Timmy"" San Buenaventura","Chipeco, Justin Marc ""Timmy"" San Buenaventura","Chipeco, Justin Marc ""Timmy"" San Buenaventura","Chipeco, Joaquin Jr. ""Jun"" M.","Chipeco, Joaquin Jr. ""Jun"" M.","Chipeco, Joaquin Jr. ""Jun"" M.","Tingzon, Rodolfo ""Totoy"" R.","Chipeco, Joaquin Jr. ""Jun"" M."
Region IV-A (CALABARZON),"Batangas, 5th District","Mariño, Mario Vittorio ""Marvey"" A.","Mariño, Mario Vittorio ""Marvey"" A.","Mariño, Mario Vittorio ""Marvey"" A.","Mariño, Mario Vittorio ""Marvey"" A.",,,,,,,,,
Region VI (Western Visayas),"Aklan, 1st District","Marquez, Jesus ""Jess"" R.","Marquez, Carlito ""Lito"" Sucro","Marquez, Carlito ""Lito"" Samson",,,,,,,,,,
NCR (National Capital Region),"Valenzuela City, 2nd District","Galang, Gerald Alexis Dela Vega","Martinez, Eric M","Martinez, Eric M.","Martinez, Eric M.","Gunigundo, Magtanggol I Tanjuan","Gunigundo, Magtanggol I Tanjuan","Gunigundo, Magtanggol I Tanjuan","Serapio, Antonio M.","Gunigundo, Magtanggol I Tanjuan",,,,
BARMM (Bangsamoro Autonomous Region in Muslim Mindanao),"Maguindanao del Norte, Lone District","Mastura, Sittie Shahara ""Bai Dimple"" I.","Mastura, Sittie Shahara ""Bai Dimple"" I.",,,,,,,,,,,
Region IV-A (CALABARZON),"Laguna, 1st District","Matibag, Ma. Anna Lina ""Ann""","Matibag, Ma. Anna Lina ""Ann""","Fernandez, Danilo Ramon ""Dan"" Subiaga","Arcillas, Arlene Bawan","Fernandez, Danilo Ramon ""Dan"" Subiaga","Fernandez, Danilo Ramon ""Dan"" Subiaga","Fernandez, Danilo Ramon ""Dan"" Subiaga","Joaquin, Uliran T.","Joaquin, Uliran T.","Joaquin, Uliran T.","Joaquin, Nereo Sr. R.","Almoro, Roy M.","Joaquin, Nereo Sr. R."
CARAGA (Caraga Administrative Region),"Surigao del Norte, 1st District","Matugas, Francisco Jose II ""Bingo"" Forcadilla","Matugas, Francisco Jose II ""Bingo"" Forcadilla","Matugas, Francisco Jose II ""Bingo"" Forcadilla","Matugas, Francisco Jose II ""Bingo"" Forcadilla","Matugas, Francisco ""Lalo"" Tinio","Matugas, Francisco ""Lalo"" Tinio","Matugas, Francisco ""Lalo"" Tinio","Ecleo, Glenda Buray","Ecleo, Glenda Buray","Navarro, Constantino Jr. Herrera","Navarro, Constantino Jr. Herrera","Ecleo, Glenda Buray","Ecleo, Glenda Buray"
Region VIII (Eastern Visayas),"Southern Leyte, 1st District","Mercado, Roger Gaviola","Mercado, Luz",,,,,,,,,,,
Region XII (SOCCSKSARGEN),"South Cotabato, 2nd District","Miguel, Peter B.","Miguel, Peter B.","Hernandez, Ferdinand L.","Hernandez, Ferdinand ""Dinand"" L.","Hernandez, Ferdinand ""Dinand"" L.","Avance-Fuentes, Daisy P.","Pingoy, Arthur Jr. ""Dodo"" Yusay","Pingoy, Arthur Jr. ""Dodo"" Yusay","Pingoy, Arthur Jr. ""Dodo"" Yusay","Avance-Fuentes, Daisy P.","Avance-Fuentes, Daisy P.","Avance-Fuentes, Daisy P.","De Pedro, Hilario III ""Larry"" B."
CARAGA (Caraga Administrative Region),"Surigao del Sur, 1st District","Momo, Romeo ""Romy"" S.","Momo, Romeo ""Romy"" S.","Pichay, Prospero Jr. ""Butch"" Arreza","Pichay, Prospero Jr. ""Butch"" Arreza","Pichay, Philip Arreza; 
Ty-Delgado, Mary Elizabeth","Pichay, Philip Arreza","Pichay, Philip Arreza","Pichay, Prospero Jr. ""Butch"" Arreza","Pichay, Prospero Jr. ""Butch"" Arreza","Pichay, Prospero Jr. ""Butch"" Arreza","Ty, Mario Serra","Ty, Mario Serra","Ty, Mario Serra"
Region VI (Western Visayas),"Guimaras, Lone District","Nava, Ma Lucille Ledesma ","Nava, Ma Lucille Ledesma ","Nava, Ma. Lucille L.","Nava, Ma. Lucille L.","Nava, Joaquin Carlos Rahman A.","Nava, Joaquin Carlos Rahman A.","Nava, Joaquin Carlos Rahman A.","Espinosa, Edgar T.","Espinosa, Edgar T.","Lopez, Emily Relucio","Nava, Catalino Gallego",,
Region II (Cagayan Valley),"Cagayan, 1st District","Nolasco , Ramon Jr. ""Jun"" Chua ","Nolasco , Ramon Jr. ""Jun"" Chua ","Nolasco, Ramon Jr. C.","Nolasco, Ramon Casas","Ponce Enrile, Salvacion ""Sally"" Santiago","Ponce Enrile, Juan Jr. ""Jack"" Castañer","Ponce Enrile, Salvacion ""Sally"" Santiago","Ponce Enrile, Juan Jr. ""Jack"" Castañer","Ponce Enrile, Juan Jr. ""Jack"" Castañer","Ponce Enrile, Juan Jr. ""Jack"" Castañer","Antonio, Patricio T.","Ponce Enrile, Juan Sr. Furagganan","Tuzon, Domingo A."
Region IV-A (CALABARZON),"Rizal, 4th District","Hernandez, Dennis ""Tom"" L.","Norgales, Juan Fidel Felipe",,,,,,,,,,,
Region X (Northern Mindanao),"Misamis Occidental, 2nd District","Oaminal, Sancho Fernando ""Ando""","Oaminal, Sancho Fernando ""Ando""","Oaminal, Henry S.","Oaminal, Henry S.","Oaminal, Henry S.","Ocampos, Loreto Leo S.","Ramiro, Herminia de Mesa","Ramiro, Herminia de Mesa","Ramiro, Herminia de Mesa","Ramiro, Hilarion Jr. J.","Ramiro, Herminia de Mesa","Ramiro, Hilarion Jr. J.","Ramiro, Hilarion Jr. J."
Region IX (Zamboanga Peninsula),"Zamboanga City, 1st District","Chua, Katrina Reiko ""Kat""","Olaso, Khymer Adan Taing","Jimenez, Cesar Jr. ""Jawo"" L.","Lobregat, Celso Lorenzo","Lobregat, Celso Lorenzo","Climaco-Salazar, Maria Isabelle ""Beng"" Garcia","Climaco-Salazar, Maria Isabelle ""Beng"" Garcia",,,,,,
NCR (National Capital Region),"Parañaque City, 1st District","Olivarez, Eric L.","Olivarez, Eric L.","Olivarez, Eric L.","Olivarez, Eric L.","Olivarez, Eric L.","Olivarez, Edwin L.","Zialcita, Eduardo C.","Zialcita, Eduardo C.",,,,,
Region VIII (Eastern Visayas),"Northern Samar, 2nd District","Ongchuan, Edwin Marino","Ongchuan, Harris Christopher Mendoza","Ong, Jose Jr. ""Jun"" Lao","Ongchuan, Edwin Marino C.","Ong, Emil Lao","Ong, Emil Lao","Ong, Emil Lao","Vicencio, Romualdo T.","Vicencio, Romualdo T.","Vicencio, Romualdo T.","Lucero, Wilmar P.","Lucero, Wilmar P.","Ong, Jose Jr. ""Jun"" Lao"
Region I (Ilocos Region),"La Union, 1st District","Ortega, Francisco Paolo Campos","Ortega, Francisco Paolo Campos","Ortega, Pablo Campos","Ortega, Pablo Campos","Ortega, Victor Francisco Campos","Ortega, Victor Francisco Campos","Ortega, Victor Francisco Campos","Ortega, Manuel Campos","Ortega, Manuel Campos","Ortega, Manuel Campos","Ortega, Victor Francisco Campos","Ortega, Victor Francisco Campos","Ortega, Victor Francisco Campos"
